"QTL","Observed Value","Mean","SEM","Lower 95% CI","Upper 95% CI","Additive Lower 95% CI","Additive Upper 95% CI"
5000,0,0.00126182965299685,0.000630914826498423,2.52593157476003e-05,0.00249839999024609,98.8768286392412,112.378362495817
5239,0,0.00126182965299685,0.000630914826498423,2.52593157476003e-05,0.00249839999024609,72.588987155344,80.330902996681
5490,0,0.00136698212407992,0.00065667697144042,7.99189105798544e-05,0.00265404533757998,98.8768286392412,112.378362495817
5753,0,0.00136698212407992,0.00065667697144042,7.99189105798544e-05,0.00265404533757998,31.966909654598,41.1686194302155
6029,0,0.00136698212407992,0.00065667697144042,7.99189105798544e-05,0.00265404533757998,72.588987155344,80.330902996681
6318,0,0.00136698212407992,0.00065667697144042,7.99189105798544e-05,0.00265404533757998,98.8768286392412,112.378362495817
6620,0,0.00136698212407992,0.00065667697144042,7.99189105798544e-05,0.00265404533757998,72.588987155344,80.330902996681
6938,0,0.00157778479015462,0.000631113916061849,0.000340824244531364,0.00281474533577788,72.588987155344,80.330902996681
7270,0,0.00157778479015462,0.000631113916061849,0.000340824244531364,0.00281474533577788,98.8768286392412,112.378362495817
7618,0,0.00189334174818555,0.000631113916061849,0.000656381202562288,0.00313030229380881,72.588987155344,80.330902996681
7983,0,0.00189334174818555,0.000631113916061849,0.000656381202562288,0.00313030229380881,72.588987155344,80.330902996681
8365,0,0.00199852740086252,0.000656884190427937,0.000711058045610015,0.00328599675611503,72.588987155344,80.330902996681
8766,0,0.00199852740086252,0.000656884190427937,0.000711058045610015,0.00328599675611503,98.8768286392412,112.378362495817
9186,0,0.0021037130535395,0.000482021215415572,0.00115896883154075,0.00304845727553824,72.588987155344,80.330902996681
9626,0,0.00231408435889345,0.000182186894663814,0.00195700460689718,0.00267116411088971,98.8768286392412,112.378362495817
10087,0,0.0025244556642474,0.000315556958030924,0.00190597539143577,0.00314293593705903,98.8768286392412,112.378362495817
10570,0,0.0025244556642474,0.000315556958030924,0.00190597539143577,0.00314293593705903,98.8768286392412,112.378362495817
11076,0,0.0025244556642474,0.000315556958030924,0.00190597539143577,0.00314293593705903,98.8768286392412,112.378362495817
11607,0,0.0029451982749553,0.000482021215415572,0.00200045405295655,0.00388994249695404,31.966909654598,41.1686194302155
12163,0,0.00305038392763227,0.000364373789327628,0.00233622442363974,0.00376454343162481,98.8768286392412,112.378362495817
12746,0,0.00326075523298622,0.000182186894663814,0.00290367548098995,0.00361783498498249,72.588987155344,80.330902996681
13356,0,0.00357631219101715,0.000182186894663814,0.00321923243902088,0.00393339194301341,98.8768286392412,112.378362495817
13996,0,0.00389186914904807,0.000482021215415572,0.00294712492704933,0.00483661337104681,98.8768286392412,112.378362495817
14666,0,0.00399705480172504,0.000364373789327628,0.00328289529773251,0.00471121430571758,98.8768286392412,112.378362495817
15369,0,0.00420742610707899,0.000482021215415572,0.00326268188508025,0.00515217032907774,72.588987155344,80.330902996681
16105,0,0.00441779741243294,0.000631113916061849,0.00318083686680969,0.0056547579580562,98.8768286392412,112.378362495817
16876,0,0.00441779741243294,0.000631113916061849,0.00318083686680969,0.0056547579580562,98.8768286392412,112.378362495817
17685,0,0.00452298306510992,0.000794134262677054,0.00296650851137362,0.00607945761884622,98.8768286392412,112.378362495817
18532,0,0.00473335437046387,0.000946670874092774,0.00287791355202898,0.00658879518889876,31.966909654598,41.1686194302155
19419,0,0.00494372567581782,0.000964042430831144,0.00305423723182033,0.00683321411981531,72.588987155344,80.330902996681
20349,0,0.00504891132849479,0.00113775679250994,0.00281894899200951,0.00727887366498008,72.588987155344,80.330902996681
21324,0,0.00515409698117177,0.00131376838085587,0.00257915827066675,0.00772903569167678,98.8768286392412,112.378362495817
22345,0,0.00536446828652572,0.00137548089098791,0.00266857527876636,0.00806036129428508,72.588987155344,80.330902996681
23416,0,0.00578521089723362,0.0015566055103554,0.00273432015880045,0.00883610163566678,98.8768286392412,112.378362495817
24537,0,0.00589225589225589,0.00145795522522633,0.00303471615974031,0.00874979562477148,31.966909654598,41.1686194302155
25713,0,0.0061026936026936,0.00127571082207304,0.00360234633674247,0.00860304086864474,98.8768286392412,112.378362495817
26944,0,0.00684138511735607,0.00149220575505292,0.00391671557992894,0.00976605465478319,98.8768286392412,112.378362495817
28235,0,0.00694663719608462,0.00144697685347516,0.00411061467681021,0.00978265971535903,98.8768286392412,112.378362495817
29587,0,0.00715714135354173,0.00149220575505292,0.0042324718161146,0.0100818108909689,98.8768286392412,112.378362495817
31005,0,0.00757814966845595,0.00137634952432607,0.00488055417063801,0.0102757451662739,98.8768286392412,112.378362495817
32490,0,0.00789390590464162,0.00109381168776058,0.00575007439076191,0.0100377374185213,98.8768286392412,112.378362495817
34046,0,0.00800168456517161,0.00101533488744925,0.00601166475352406,0.00999170437681917,98.8768286392412,112.378362495817
35677,0,0.0082122552116235,0.00137678425253969,0.0055138076621638,0.0109107027610832,72.588987155344,80.330902996681
37385,0,0.0082122552116235,0.00137678425253969,0.0055138076621638,0.0109107027610832,31.966909654598,41.1686194302155
39176,0,0.00863339650452727,0.00127651670383051,0.0061314697393557,0.0111353232696988,98.8768286392412,112.378362495817
41053,0,0.00905739863085835,0.00127692002664372,0.00655468136749873,0.011560115894218,98.8768286392412,112.378362495817
43019,0,0.00937335439705108,0.00110960018460798,0.00719857799798045,0.0115481307961217,98.8768286392412,112.378362495817
45080,0,0.00979772439949431,0.000632111251580279,0.00855880911217443,0.0110366396868142,72.588987155344,80.330902996681
47239,0,0.0103244837758112,0.000912374003144163,0.00853626358921802,0.0121127039624044,72.588987155344,80.330902996681
49502,0,0.0104298356510746,0.000836204586303601,0.00879090477821232,0.0120687665239369,98.8768286392412,112.378362495817
51873,0,0.010535187526338,0.00101597669205573,0.00854390980077661,0.0125264652518993,72.588987155344,80.330902996681
54357,0,0.0110619469026549,0.00137765453335672,0.00836179363413736,0.0137621001711724,72.588987155344,80.330902996681
56961,0,0.0120139108441353,0.0013780900864814,0.00931290390718008,0.0147149177810906,98.8768286392412,112.378362495817
59689,0,0.0125408367583518,0.0020078574015447,0.00860550856523199,0.0164761649514716,98.8768286392412,112.378362495817
62548,0,0.0133881509593085,0.00182590217960033,0.00980944844799862,0.0169668534706183,72.588987155344,80.330902996681
65544,0,0.0140250975429716,0.00185367455776093,0.010391962170702,0.0176582329152413,98.8768286392412,112.378362495817
68684,0,0.0146578087103237,0.00193296454495659,0.010869267818816,0.0184463496018315,72.588987155344,80.330902996681
71974,0,0.0158177791838026,0.0025894820537401,0.0107424876198592,0.020893070747746,31.966909654598,41.1686194302155
75421,0,0.0166613940736054,0.00241620568119574,0.0119257179592207,0.0213970701879901,72.588987155344,80.330902996681
79034,0,0.0171886533797322,0.00307261463341421,0.0111664393598696,0.0232108673995947,72.588987155344,80.330902996681
82819,0,0.0180379746835443,0.00311672715246712,0.0119293017150707,0.0241466476520179,72.588987155344,80.330902996681
86786,0,0.0188878337026485,0.00294130207128128,0.0131229875752841,0.0246526798300129,72.588987155344,80.330902996681
90943,0,0.0192043895747599,0.00287235572202516,0.0135746758088031,0.0248341033407168,72.588987155344,80.330902996681
95299,0,0.0199430199430199,0.00328974512358761,0.013495237982472,0.0263908019035679,98.8768286392412,112.378362495817
99864,1,0.0212092434314657,0.00383803597751888,0.0136868311441597,0.0287316557187716,31.966909654598,41.1686194302155
104647,0,0.0227920227920228,0.00385106839525053,0.0152440674353313,0.0303399781487143,72.588987155344,80.330902996681
109660,0,0.0236511456023651,0.00393509558728418,0.0159384999755656,0.0313637912291646,31.966909654598,41.1686194302155
114913,0,0.0244958293738782,0.00402334682362109,0.0166102145022672,0.0323814442454891,31.966909654598,41.1686194302155
120417,0,0.0256653992395437,0.00385472910665286,0.0181102690203459,0.0332205294587416,72.588987155344,80.330902996681
126185,0,0.0272496831432193,0.00342733010975664,0.0205322395649665,0.033967126721472,98.8768286392412,112.378362495817
132229,0,0.0295144398603618,0.00302741733232925,0.0235808109228241,0.0354480687978994,98.8768286392412,112.378362495817
138562,0,0.0313227513227513,0.00305048366251843,0.0253439132087874,0.0373015894367153,98.8768286392412,112.378362495817
145199,0,0.0324970890229703,0.00256681605863918,0.0274662219930984,0.0375279560528421,98.8768286392412,112.378362495817
152154,0,0.0334603981363829,0.00361260527514443,0.0263798219067404,0.0405409743660254,98.8768286392412,112.378362495817
159442,0,0.0347310461668784,0.0033367114054614,0.0281912119853701,0.0412708803483868,98.8768286392412,112.378362495817
167079,0,0.0367779544250132,0.00264758791665009,0.0315887774624756,0.0419671313875509,31.966909654598,41.1686194302155
175082,0,0.0388977212506624,0.00238650349744519,0.034220260346691,0.0435751821546339,72.588987155344,80.330902996681
183468,0,0.0415738678544915,0.00175232915917471,0.0381393658134497,0.0450083698955332,98.8768286392412,112.378362495817
192256,0,0.0429936305732484,0.00127388535031847,0.040496861166191,0.0454903999803058,98.8768286392412,112.378362495817
201465,0,0.0443878092810874,0.00175456213675888,0.0409489306844024,0.0478266878777724,72.588987155344,80.330902996681
211115,0,0.0458744823192099,0.00272188714409606,0.0405396815467991,0.0512092830916208,31.966909654598,41.1686194302155
221227,0,0.0479983009450993,0.00398322169130531,0.0401913298877022,0.0558052720024964,31.966909654598,41.1686194302155
231824,0,0.050653074227461,0.00446001911436764,0.0419115973929402,0.0593945510619818,72.588987155344,80.330902996681
242928,0,0.0530399659863946,0.00500478629549045,0.0432307650969136,0.0628491668758755,72.588987155344,80.330902996681
254564,0,0.056140350877193,0.00482703220109141,0.0466795416108387,0.0656011601435472,72.588987155344,80.330902996681
266757,0,0.0585168634961166,0.00425044884677906,0.0501861368382999,0.0668475901539334,98.8768286392412,112.378362495817
279535,0,0.0613222612583839,0.00407765740491974,0.0533301996034481,0.0693143229133197,98.8768286392412,112.378362495817
292924,0,0.064663896878662,0.00495451835697602,0.0549532193382464,0.0743745744190775,72.588987155344,80.330902996681
306955,0,0.0675632404739033,0.00547166426213098,0.0568389755846316,0.0782875053631749,98.8768286392412,112.378362495817
321657,0,0.0698717948717949,0.00593598050559363,0.0582374868678995,0.0815061028756903,72.588987155344,80.330902996681
337064,0,0.0728866089558619,0.00577404837415415,0.0615696820975277,0.0842035358141961,72.588987155344,80.330902996681
353209,0,0.0759764579989299,0.00593972780583325,0.0643348054215256,0.0876181105763342,72.588987155344,80.330902996681
370128,0,0.0792630676949443,0.0073299537750324,0.0648966222875374,0.0936295131023512,31.966909654598,41.1686194302155
387857,0,0.083413745041278,0.00603748610498599,0.0715804897183445,0.0952470003642115,31.966909654598,41.1686194302155
406434,0,0.0867418142780462,0.005655208670345,0.0756578089591113,0.097825819596981,72.588987155344,80.330902996681
425902,0,0.0902061855670103,0.00572692939260025,0.07898161021551,0.101430760918511,72.588987155344,80.330902996681
446302,0,0.0951306030312802,0.00503724584063635,0.0852577826023588,0.105003423460202,98.8768286392412,112.378362495817
467680,1,0.0995587127327521,0.00512915834999197,0.089505747095765,0.109611678369739,31.966909654598,41.1686194302155
490081,0,0.103931071620894,0.00538071986937934,0.0933850544660113,0.114477088775776,72.588987155344,80.330902996681
513555,1,0.109852163591238,0.00550657206093582,0.099059480673529,0.120644846508946,72.588987155344,80.330902996681
538154,1,0.115035644847699,0.00600138016119642,0.103273155874221,0.126798133821177,98.8768286392412,112.378362495817
563931,0,0.11995236548663,0.00732258810136878,0.105600356534326,0.134304374438934,98.8768286392412,112.378362495817
590943,0,0.125338533203337,0.00907846833736034,0.107545062227323,0.14313200417935,72.588987155344,80.330902996681
619248,0,0.133550488599349,0.00789860303125872,0.118069511129903,0.149031466068795,31.966909654598,41.1686194302155
648909,0,0.140854254972286,0.00758376481878905,0.125990349060237,0.155718160884334,72.588987155344,80.330902996681
679991,0,0.148051382538646,0.00899342022744301,0.130424602795023,0.165678162282268,98.8768286392412,112.378362495817
712562,0,0.155446623093682,0.00883159479682323,0.138137015365857,0.172756230821507,98.8768286392412,112.378362495817
746693,0,0.163445791025221,0.00814926649500473,0.147473522194593,0.179418059855849,98.8768286392412,112.378362495817
782459,0,0.171363040629096,0.010188933031105,0.151393098847239,0.191332982410952,72.588987155344,80.330902996681
819938,1,0.177719413438389,0.0105533494867509,0.157035228528093,0.198403598348685,72.588987155344,80.330902996681
859212,0,0.187643772592836,0.0117617681026443,0.164591130717141,0.210696414468531,72.588987155344,80.330902996681
900367,1,0.196640316205534,0.0134563229353198,0.170266407887966,0.223014224523101,98.8768286392412,112.378362495817
943494,0,0.204925241864556,0.0133660000009212,0.178728363245388,0.231122120483724,98.8768286392412,112.378362495817
988686,0,0.215064420218038,0.0148772120901192,0.18590562033104,0.244223220105035,98.8768286392412,112.378362495817
1036043,0,0.226816628073658,0.0161391531209332,0.195184469215651,0.258448786931664,31.966909654598,41.1686194302155
1085668,0,0.237889847378898,0.0139349701393497,0.210577807780132,0.265201886977665,72.588987155344,80.330902996681
1137671,0,0.25030525030525,0.0143241761844736,0.222230380875476,0.278380119735025,98.8768286392412,112.378362495817
1192164,1,0.261387682369974,0.0138014660223469,0.234337306032321,0.288438058707628,98.8768286392412,112.378362495817
