"QTL","Observed Value","Mean","SEM","Lower 95% CI","Upper 95% CI","Additive Lower 95% CI","Additive Upper 95% CI"
5000,0,0.00441640378548896,0.00175953738492971,0.000967773881574944,0.00786503368940297,-15.8677900805007,25.0348679305992
5239,0,0.00476340694006309,0.00182402412002149,0.0011883853578886,0.00833842852223758,-4.98171677429716,13.3082665061195
5490,0,0.0050788643533123,0.00191279252812909,0.00132985988828198,0.00882786881834263,-15.8677900805007,25.0348679305992
5753,0,0.00533123028391167,0.00186597496791046,0.00167398655075389,0.00898847401706946,-7.67592025497046,17.9147499534004
6029,0,0.00558359621451104,0.00168276810671754,0.00228543133101201,0.00888176109801007,-4.98171677429716,13.3082665061195
6318,0,0.00580441640378549,0.00177330843186816,0.00232879574384269,0.00928003706372829,-15.8677900805007,25.0348679305992
6620,0,0.00615141955835962,0.00176110769973125,0.00269971189399018,0.00960312722272906,-4.98171677429716,13.3082665061195
6938,0,0.00640580624802777,0.00168985915290472,0.00309374316938916,0.00971786932666638,-4.98171677429716,13.3082665061195
7270,0,0.00684758598927106,0.00162986857419008,0.00365310228432486,0.0100420696942173,-15.8677900805007,25.0348679305992
7618,0,0.0071000315556958,0.00169769773762164,0.00377260513332225,0.0104274579780694,-4.98171677429716,13.3082665061195
7983,0,0.00732092142631745,0.00168822153341655,0.00401206802289604,0.0106297748297389,-4.98171677429716,13.3082665061195
8365,0,0.00773114547175765,0.00181121019856133,0.00418123871414581,0.0112810522293695,-4.98171677429716,13.3082665061195
8766,0,0.00817292521300095,0.00185467093938287,0.00453783696863745,0.0118080134573644,-15.8677900805007,25.0348679305992
9186,0,0.00867781634585043,0.0018173085666531,0.00511595700641425,0.0122396756852866,-4.98171677429716,13.3082665061195
9626,0,0.00918270747869991,0.00224836639288111,0.00477599032460271,0.0135894246327971,-15.8677900805007,25.0348679305992
10087,0,0.00968759861154939,0.00220162390791217,0.0053724950445392,0.0140027021785596,-15.8677900805007,25.0348679305992
10570,0,0.0100978226569896,0.0021037130535395,0.00597462083824539,0.0142210244757338,-15.8677900805007,25.0348679305992
11076,0,0.0106027137898391,0.00192348870527611,0.00683274520282832,0.0143726823768498,-15.8677900805007,25.0348679305992
11607,0,0.0111391606184916,0.00183427613706159,0.00754404545214967,0.0147342757848336,-7.67592025497046,17.9147499534004
12163,0,0.0117387188387504,0.00211838786160498,0.00758675492471781,0.015890682752783,-15.8677900805007,25.0348679305992
12746,0,0.012275165667403,0.00202574568619465,0.00830477708062408,0.0162455542541819,-4.98171677429716,13.3082665061195
13356,0,0.0128116124960555,0.00202983783032779,0.00883320345415614,0.0167900215379549,-15.8677900805007,25.0348679305992
13996,0,0.0131902808456926,0.0021391772494181,0.00899757048028572,0.0173829912110996,-15.8677900805007,25.0348679305992
14666,0,0.0137898390659514,0.00221165185280297,0.00945508108811631,0.0181245970437865,-15.8677900805007,25.0348679305992
15369,0,0.0144840643736194,0.00193638758935437,0.0106888144383745,0.0182793143088643,-4.98171677429716,13.3082665061195
16105,0,0.0153045124644998,0.00191801646458509,0.0115452692721582,0.0190637556568415,-15.8677900805007,25.0348679305992
16876,0,0.0158409592931524,0.00190963386437955,0.0120981456953105,0.0195837728909944,-15.8677900805007,25.0348679305992
17685,0,0.0169138529504576,0.00231025625973154,0.0123858338863255,0.0214418720145896,-15.8677900805007,25.0348679305992
18532,0,0.0179236352161565,0.00239767920842439,0.0132242703211642,0.0226230001111488,-7.67592025497046,17.9147499534004
19419,0,0.0192174187440833,0.00262521980231459,0.0140720824800453,0.0243627550081213,-4.98171677429716,13.3082665061195
20349,0,0.0200378668349637,0.00272367884216347,0.0146995543988696,0.0253761792710579,-4.98171677429716,13.3082665061195
21324,0,0.0205743136636163,0.00307314965096458,0.0145510510286239,0.0265975762986087,-15.8677900805007,25.0348679305992
22345,0,0.021489428841906,0.00298790210211372,0.0156332483324315,0.0273456093513804,-4.98171677429716,13.3082665061195
23416,1,0.0228147680656359,0.00303420044070072,0.0168678444799869,0.0287616916512848,-15.8677900805007,25.0348679305992
24537,0,0.0241161616161616,0.00325396858725571,0.0177385003783157,0.0304938228540075,-7.67592025497046,17.9147499534004
25713,0,0.0253472222222222,0.00343552049752161,0.0186137257789307,0.0320807186655137,-15.8677900805007,25.0348679305992
26944,0,0.0266814019576887,0.00356383600743859,0.019696411736302,0.0336663921790753,-15.8677900805007,25.0348679305992
28235,0,0.028039153773287,0.00356865084985258,0.0210447266341777,0.0350335809123963,-15.8677900805007,25.0348679305992
29587,0,0.0295863593305968,0.00400248621620234,0.0217416304982222,0.0374310881629714,-15.8677900805007,25.0348679305992
31005,0,0.031101989264288,0.00410955120626347,0.0230474169073884,0.0391565616211875,-15.8677900805007,25.0348679305992
32490,0,0.0324913167035049,0.00392535225255733,0.0247977676618594,0.0401848657451504,-15.8677900805007,25.0348679305992
34046,0,0.0341124447252053,0.00394222893806045,0.0263858179877952,0.0418390714626154,-15.8677900805007,25.0348679305992
35677,0,0.0359759949463045,0.00411408378755239,0.0279125388933217,0.0440394509992873,-4.98171677429716,13.3082665061195
37385,0,0.0374289324068225,0.00394855055645382,0.0296899155250374,0.0451679492886076,-7.67592025497046,17.9147499534004
39176,0,0.0390397978521794,0.00381417790145985,0.0315641465346895,0.0465154491696693,-15.8677900805007,25.0348679305992
41053,0,0.0408214849921011,0.00395134235724827,0.0330769962813069,0.0485659737028953,-15.8677900805007,25.0348679305992
43019,0,0.0429699842022117,0.00416241660776609,0.0348117975623388,0.0511281708420846,-15.8677900805007,25.0348679305992
45080,0,0.0448166877370417,0.00407154672323534,0.0368366027981284,0.052796772675955,-4.98171677429716,13.3082665061195
47239,0,0.0469342604298357,0.00390299906296728,0.0392845228347262,0.0545839980249451,-4.98171677429716,13.3082665061195
49502,0,0.0495575221238938,0.00400281673804995,0.0417121454806018,0.0574028987671858,-15.8677900805007,25.0348679305992
51873,1,0.0519595448798989,0.00426954640934716,0.0435913876872561,0.0603277020725416,-4.98171677429716,13.3082665061195
54357,0,0.054614412136536,0.00433814410537888,0.0461118059302487,0.0631170183428234,-4.98171677429716,13.3082665061195
56961,1,0.0576667720518495,0.0044541917418618,0.0489367166575647,0.0663968274461344,-15.8677900805007,25.0348679305992
59689,0,0.0604489408789124,0.00486327213821126,0.0509171026410013,0.0699807791168236,-15.8677900805007,25.0348679305992
62548,0,0.0631246046805819,0.00509990309975456,0.0531289782804188,0.073120231080745,-4.98171677429716,13.3082665061195
65544,0,0.066023410313192,0.00473489425455934,0.0567431881036501,0.0753036325227339,-15.8677900805007,25.0348679305992
68684,0,0.0689338816830117,0.00481731526167845,0.0594921172679468,0.0783756460980766,-4.98171677429716,13.3082665061195
71974,0,0.0724770642201835,0.00494489403065625,0.0627852500127301,0.0821688784276368,-7.67592025497046,17.9147499534004
75421,0,0.0760518823157229,0.00490368162767628,0.0664408429338266,0.0856629216976191,-4.98171677429716,13.3082665061195
79034,0,0.0793736159443214,0.00534683573038962,0.0688940104815058,0.089853221407137,-4.98171677429716,13.3082665061195
82819,0,0.0837974683544304,0.00532841398398746,0.0733539688510954,0.0942409678577654,-4.98171677429716,13.3082665061195
86786,0,0.0875276986388098,0.0057160520698163,0.0763244424482142,0.0987309548294053,-4.98171677429716,13.3082665061195
90943,0,0.0916112693890472,0.00576444679460084,0.0803131612808322,0.102909377497262,-4.98171677429716,13.3082665061195
95299,1,0.0961380183602406,0.00633120537380462,0.0837290838488571,0.108546952871624,-15.8677900805007,25.0348679305992
99864,0,0.0999683444127889,0.00686244328261145,0.0865182027329216,0.113418486092656,-7.67592025497046,17.9147499534004
104647,0,0.104463437796771,0.00718302096660019,0.0903849754020387,0.118541900191504,-4.98171677429716,13.3082665061195
109660,0,0.109851124485271,0.00767047747490165,0.0948172648902379,0.124884984080304,-7.67592025497046,17.9147499534004
114913,0,0.115235983528666,0.00841881106892884,0.0987354170409188,0.131736550016414,-7.67592025497046,17.9147499534004
120417,0,0.120975918884664,0.00842545158431221,0.104462337225926,0.137489500543402,-4.98171677429716,13.3082665061195
126185,0,0.126901140684411,0.00895490306951729,0.10934985318311,0.144452428185712,-15.8677900805007,25.0348679305992
